Population,ID,Sex,Mom_ID,Litter,Treatment,Pred_Tutor,Pred,Tutor_pop,Birth Day,Day,Date,Time,Water,Weight,Run,Latency,Attempts,Notes
AH,AHF2_1Y3Y.1.1,M,AHF2_1Y3Y,1,pred-/dif,pred-/AL,pred-,AL,22-Dec,2,8-Feb,15:33,pred-,0.09,1,136,3,redone from 2/6
AH,AHF2_1Y3Y.1.2,M,AHF2_1Y3Y,1,pred-/dif,pred-/AL,pred-,AL,22-Dec,1,7-Feb,16:07,pred-,0.082,2,47,21,all pecking at floor
AH,AHF2_1Y3Y.1.2,M,AHF2_1Y3Y,1,pred-/dif,pred-/AL,pred-,AL,22-Dec,2,8-Feb,15:40,pred+,0.082,1,190,6,
AH,AHF2_1G3P4Y.5.1,F,AHF2_1G3P4Y,5,pred+/same,pred+/AH,pred+,AH,28-Jul,1,14-Sep,15:00,pred-,0.178,1,12,4,
AH,AHF2_1G3P4Y.5.1,F,AHF2_1G3P4Y,5,pred+/same,pred+/AH,pred+,AH,28-Jul,2,15-Sep,16:01,pred+,0.178,1,12,89,
AH,AHF2_1G4G.6.6,F,AHF2_1G4G,6,pred+/same,pred+/AH,pred+,AH,14-Aug,1,29-Sep,16:01,pred+,0.151,1,6,27,
AH,AHF2_1G4G.6.6,F,AHF2_1G4G,6,pred+/same,pred+/AH,pred+,AH,14-Aug,2,30-Sep,15:31,pred-,0.151,1,88,28,
AH,AHF2_1G4G.6.7,F,AHF2_1G4G,6,pred+/same,pred+/AH,pred+,AH,14-Aug,1,29-Sep,16:08,pred-,0.178,1,116,77,bottom and top 
AH,AHF2_1G4G.6.7,F,AHF2_1G4G,6,pred+/same,pred+/AH,pred+,AH,14-Aug,2,30-Sep,15:25,pred+,0.178,1,220,3,bottom
AH,AHF2_1G4P.2.3,F,AHF2_1G4P,2,pred+/same,pred+/AH,pred+,AH,15-Jan,1,2-Mar,15:35,pred-,0.103,1,101,30,
AH,AHF2_1G4P.2.3,F,AHF2_1G4P,2,pred+/same,pred+/AH,pred+,AH,15-Jan,2,3-Mar,15:52,pred+,0.103,1,421,2,
AH,AHF2_1G4P.3.3,F,AHF2_1G4P,3,pred+/same,pred+/AH,pred+,AH,12-Feb,1,6-Apr,17:42,pred+,0.147,1,31,38,
AH,AHF2_1G4P.3.3,F,AHF2_1G4P,3,pred+/same,pred+/AH,pred+,AH,12-Feb,2,7-Apr,14:55,pred-,0.147,1,17,2,
AH,AHF2_1O3Y.1.5,F,AHF2_1O3Y,1,pred+/same,pred+/AH,pred+,AH,9-Mar,1,26-Apr,17:00,pred+,0.105,1,202,28,
AH,AHF2_1O3Y.1.5,F,AHF2_1O3Y,1,pred+/same,pred+/AH,pred+,AH,9-Mar,2,27-Apr,14:58,pred-,0.105,1,106,13,
AH,AHF2_1O3Y.2.4,F,AHF2-1O3Y,2,pred+/same,pred+/AH,pred+,AH,1-Apr,1,17-May,15:53,pred+,0.128,1,9,33,
AH,AHF2_1O3Y.2.4,F,AHF2-1O3Y,2,pred+/same,pred+/AH,pred+,AH,1-Apr,2,19-May,15:13,pred-,0.128,2,21,6,
AH,AHF2_1O3Y.4.1,F,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,1,3-Jul,14:43,pred-,0.114,1,222,36,
AH,AHF2_1O3Y.4.1,F,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,2,4-Jul,14:22,pred+,0.114,1,47,9,
AH,AHF2_1O3Y.4.4,F,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,1,3-Jul,14:15,pred+,0.133,1,51,2,
AH,AHF2_1O3Y.4.4,F,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,2,4-Jul,15:36,pred-,0.133,1,44,3,
AH,AHF2_1O3Y.5.7,F,AHF2_1O3Y,5,pred+/same,pred+/AH,pred+,AH,10-Jun,1,29-Jul,15:40,pred+,0.134,1,30,31,
AH,AHF2_1O3Y.5.7,F,AHF2_1O3Y,5,pred+/same,pred+/AH,pred+,AH,10-Jun,2,30-Jul,14:33,pred-,0.134,1,18,98,
AH,AHF2_1P3G.1.3,F,AHF2_1P3G,1,pred+/same,pred+/AH,pred+,AH,14-Dec,1,29-Jan,15:15,pred+,0.072,1,314,8,
AH,AHF2_1P3G.1.3,F,AHF2_1P3G,1,pred+/same,pred+/AH,pred+,AH,14-Dec,2,30-Jan,15:32,pred-,0.072,1,187,5,
AH,AHF2_1P3G.5.5,F,AHF2_1P3G,5,pred+/same,pred+/AH,pred+,AH,11-Jul,1,26-Aug,15:05,pred+,0.144,1,11,13,all but first peck at glass
AH,AHF2_1P3G.5.5,F,AHF2_1P3G,5,pred+/same,pred+/AH,pred+,AH,11-Jul,2,27-Aug,15:22,pred-,0.144,1,7,36,
AH,AHF2_1P3G.5.6,F,AHF2_1P3G,5,pred+/same,pred+/AH,pred+,AH,11-Jul,1,26-Aug,15:19,pred-,0.175,1,31,275,saw pecking before trial even started
AH,AHF2_1P3G.5.6,F,AHF2_1P3G,5,pred+/same,pred+/AH,pred+,AH,11-Jul,2,27-Aug,15:14,pred+,0.175,1,11,66,
AH,AHF2_1Y2G.4.5,F,AHF2_1Y2G,4,pred+/same,pred+/AH,pred+,AH,24-Jul,1,8-Sep,14:49,pred+,0.125,1,155,122,
AH,AHF2_1Y2G.4.5,F,AHF2_1Y2G,4,pred+/same,pred+/AH,pred+,AH,24-Jul,2,9-Sep,15:50,pred-,0.125,1,20,91,
AH,AHF2_1Y2G.4.6,F,AHF2_1Y2G,4,pred+/same,pred+/AH,pred+,AH,24-Jul,1,8-Sep,14:37,pred-,0.121,1,115,65,
AH,AHF2_1Y2G.4.6,F,AHF2_1Y2G,4,pred+/same,pred+/AH,pred+,AH,24-Jul,2,9-Sep,15:39,pred+,0.121,1,27,26,
AH,AHF2_1Y2P.6.6,F,AHF2_1Y2P,6,pred+/same,pred+/AH,pred+,AH,31-Jul,1,15-Sep,15:33,pred+,0.159,1,16,12,all at bottom
AH,AHF2_1Y2P.6.6,F,AHF2_1Y2P,6,pred+/same,pred+/AH,pred+,AH,31-Jul,2,16-Sep,15:00,pred-,0.159,1,22,126,
AH,AHF2_1Y3O.2.4,F,AHF2_1Y3O,2,pred+/same,pred+/AH,pred+,AH,6-Jan,1,21-Feb,16:01,pred-,0.112,1,3,185,
AH,AHF2_1Y3O.2.4,F,AHF2_1Y3O,2,pred+/same,pred+/AH,pred+,AH,6-Jan,2,22-Feb,15:09,pred+,0.112,1,5,80,
AH,AHF2_1Y3O.4.5,F,AHF2_1Y3O,4,pred+/same,pred+/AH,pred+,AH,23-Mar,1,9-May,16:19,pred+,0.138,1,45,91,
AH,AHF2_1Y3O.4.5,F,AHF2_1Y3O,4,pred+/same,pred+/AH,pred+,AH,23-Mar,2,10-May,NA,pred-,0.138,1,40,45,
AH,AHF2_1Y3O.5.6,F,AHF2_1Y3O,5,pred+/same,pred+/AH,pred+,AH,18-Apr,1,3-Jun,16:26,pred+,0.136,1,10,97,
AH,AHF2_1Y3O.5.6,F,AHF2_1Y3O,5,pred+/same,pred+/AH,pred+,AH,18-Apr,2,4-Jun,16:05,pred-,0.136,1,31,17,
AH,AHF2_1Y3O.5.7,F,AHF2_1Y3O,5,pred+/same,pred+/AH,pred+,AH,18-Apr,1,3-Jun,16:12,pred-,0.151,1,19,170,couldn't see bottom of tank well; could have missed a handful of bottom pecks 
AH,AHF2_1Y3O.5.7,F,AHF2_1Y3O,5,pred+/same,pred+/AH,pred+,AH,18-Apr,2,4-Jun,15:44,pred+,0.151,1,211,3,
AH,AHF2_1Y3O.6.11,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,1,28-Jun,14:17,pred-,0.148,1,22,18,
AH,AHF2_1Y3O.6.11,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,2,29-Jun,16:16,pred+,0.148,1,24,29,first peck at bottom; didn't eat 6/28
AH,AHF2_1Y3O.6.8,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,1,29-Jun,16:11,pred+,0.171,2,145,25,weight 15 days after assay
AH,AHF2_1Y3O.6.8,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,2,30-Jun,14:10,pred-,0.171,1,20,34,"may have pecked a couple of tiems at bottombut couldn't see, spent most of time swimming up and down walls"
AH,AHF2_1Y3O.6.9,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,1,28-Jun,14:23,pred+,0.101,1,60,11,
AH,AHF2_1Y3O.6.9,F,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,2,29-Jun,15:38,pred-,0.101,1,170,2,
AH,AHF2_1Y3O.7.3,F,AHF2_1Y3O,7,pred+/same,pred+/AH,pred+,AH,8-Jun,1,24-Jul,15:30,pred+,0.243,1,13,131,
AH,AHF2_1Y3O.7.3,F,AHF2_1Y3O,7,pred+/same,pred+/AH,pred+,AH,8-Jun,2,25-Jul,15:38,pred-,0.243,1,86,3,
AH,AHF2_1G4G.1.6,M,AHF2_1G4G,1,pred+/same,pred+/AH,pred+,AH,11-Dec,1,26-Jan,14:28,pred+,0.077,1,122,17,
AH,AHF2_1G4G.1.6,M,AHF2_1G4G,1,pred+/same,pred+/AH,pred+,AH,11-Dec,2,27-Jan,15:30,pred-,0.077,1,94,8,
AH,AHF2_1G4G.2.3,M,AHF2_1G4G,2,pred+/same,pred+/AH,pred+,AH,12-Jan,1,27-Feb,15:44,pred+,0.077,1,17,77,
AH,AHF2_1G4G.2.3,M,AHF2_1G4G,2,pred+/same,pred+/AH,pred+,AH,12-Jan,2,28-Feb,15:28,pred-,0.077,1,18,34,
AH,AHF2_1G4P.5.1,M,AHF2_1G4P,5,pred+/same,pred+/AH,pred+,AH,30-Mar,1,15-May,15:47,pred+,0.109,1,17,1,
AH,AHF2_1G4P.5.1,M,AHF2_1G4P,5,pred+/same,pred+/AH,pred+,AH,30-Mar,2,16-May,21:35,pred-,0.109,1,10,16,swimming frantically
AH,AHF2_1O3Y.2.5,M,AHF2_1O3Y,2,pred+/same,pred+/AH,pred+,AH,1-Apr,1,17-May,15:30,pred-,0.125,1,36,34,
AH,AHF2_1O3Y.2.5,M,AHF2_1O3Y,2,pred+/same,pred+/AH,pred+,AH,1-Apr,2,18-May,15:09,pred+,0.125,1,10,2,several gonopodium swings
AH,AHF2_1O3Y.4.2,M,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,1,3-Jul,14:09,pred+,0.101,1,14,37,
AH,AHF2_1O3Y.4.2,M,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,2,4-Jul,15:31,pred-,0.101,1,42,1,
AH,AHF2_1O3Y.4.3,M,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,1,3-Jul,14:49,pred-,0.11,1,35,7,
AH,AHF2_1O3Y.4.3,M,AHF2_1O3Y,4,pred+/same,pred+/AH,pred+,AH,18-May,2,4-Jul,14:27,pred+,0.11,1,8,2,
AH,AHF2_1P3G.4.2,M,AHF2_1P3G,4,pred+/same,pred+/AH,pred+,AH,17-Jun,1,2-Aug,16:44,pred-,0.097,1,14,21,
AH,AHF2_1P3G.4.2,M,AHF2_1P3G,4,pred+/same,pred+/AH,pred+,AH,17-Jun,2,3-Aug,14:50,pred+,0.097,1,571,11,
AH,AHF2_1Y2G.2.1,M,AHF2_1Y2G,2,pred+/same,pred+/AH,pred+,AH,25-Dec,1,9-Feb,15:15,pred+,0.076,1,484,2,
AH,AHF2_1Y2G.2.1,M,AHF2_1Y2G,2,pred+/same,pred+/AH,pred+,AH,25-Dec,2,10-Feb,15:15,pred-,0.076,1,154,82,
AH,AHF2_1Y2G.3.10,M,AHF2_1Y2G,3,pred+/same,pred+/AH,pred+,AH,28-Jun,1,13-Aug,16:07,pred-,0.104,1,245,3,
AH,AHF2_1Y2G.3.10,M,AHF2_1Y2G,3,pred+/same,pred+/AH,pred+,AH,28-Jun,2,14-Aug,16:02,pred+,0.104,1,41,5, frantic swimming
AH,AHF2_1Y2G.3.9,M,AHF2_1Y2G,3,pred+/same,pred+/AH,pred+,AH,28-Jun,1,13-Aug,15:10,pred+,0.083,1,156,5,
AH,AHF2_1Y2G.3.9,M,AHF2_1Y2G,3,pred+/same,pred+/AH,pred+,AH,28-Jun,2,14-Aug,15:01,pred-,0.083,1,96,9,
AH,AHF2_1Y2P.5.1,M,AHF2_1Y2P,5,pred+/same,pred+/AH,pred+,AH,3-Mar,1,18-Apr,15:20,pred-,0.115,1,20,85,
AH,AHF2_1Y2P.5.1,M,AHF2_1Y2P,5,pred+/same,pred+/AH,pred+,AH,3-Mar,2,19-Apr,15:22,pred+,0.115,1,13,9,all at bottom
AH,AHF2_1Y3O.1.3,M,AHF2_1Y3O,1,pred+/same,pred+/AH,pred+,AH,7-Dec,1,22-Jan,15:10,pred-,0.09,1,25,34,
AH,AHF2_1Y3O.1.3,M,AHF2_1Y3O,1,pred+/same,pred+/AH,pred+,AH,7-Dec,2,23-Jan,14:50,pred+,0.09,1,148,34,
AH,AHF2_1Y3O.6.10,M,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,1,28-Jun,14:10,pred-,0.076,1,50,19,
AH,AHF2_1Y3O.6.10,M,AHF2_1Y3O,6,pred+/same,pred+/AH,pred+,AH,13-May,2,29-Jun,15:53,pred+,0.076,1,555,13,
AH,AHF2_1G3G.3.1,F,AHF2_1G3G,3,pred+/dif,pred+/AL,pred+,AL,10-Jan,1,25-Feb,16:17,pred+,0.028,1,553,3,
AH,AHF2_1G3G.3.1,F,AHF2_1G3G,3,pred+/dif,pred+/AL,pred+,AL,10-Jan,2,26-Feb,15:15,pred-,0.028,1,283,4,pecks at the bottom
AH,AHF2_1G4G.1.5,F,AHF2_1G4G,1,pred+/dif,pred+/AL,pred+,AL,25-Dec,1,26-Jan,14:35,pred+,0.074,1,193,45,
AH,AHF2_1G4G.1.5,F,AHF2_1G4G,1,pred+/dif,pred+/AL,pred+,AL,25-Dec,2,27-Jan,15:40,pred-,0.074,1,128,8,
AH,AHF2_1G4G.6.9,F,AHF2_1G4G,6,pred+/dif,pred+/AL,pred+,AL,14-Aug,1,29-Sep,15:35,pred+,0.094,1,100,26,
AH,AHF2_1G4G.6.9,F,AHF2_1G4G,6,pred+/dif,pred+/AL,pred+,AL,14-Aug,2,30-Sep,15:40,pred-,0.094,1,22,34,
AH,AHF2_1G4O.5.1,F,AHF2_1G4O,5,pred+/dif,pred+/AL,pred+,AL,24-Mar,1,10-May,17:14,pred+,0.147,2,64,11,
AH,AHF2_1G4O.5.1,F,AHF2_1G4O,5,pred+/dif,pred+/AL,pred+,AL,24-Mar,2,11-May,15:20,pred-,0.147,1,157,5,"mirecorded as 1G4G.5.1, but actually 1G4O.5.1"
AH,AHF2_1O3Y.2.6,F,AHF2_1O3Y,2,pred+/dif,pred+/AL,pred+,AL,1-Apr,1,17-May,15:59,pred+,0.13,1,24,53,
AH,AHF2_1O3Y.2.6,F,AHF2_1O3Y,2,pred+/dif,pred+/AL,pred+,AL,1-Apr,2,18-May,15:45,pred-,0.13,1,227,4,bottom
AH,AHF2_1O3Y.3.2,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,1,10-Jun,15:25,pred-,0.121,1,29,13,
AH,AHF2_1O3Y.3.2,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,2,11-Jun,17:17,pred+,0.121,1,14,42,at some at bottom
AH,AHF2_1O3Y.3.3,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,1,10-Jun,15:18,pred-,0.133,1,366,7,
AH,AHF2_1O3Y.3.3,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,2,11-Jun,17:25,pred+,0.133,1,22,48,
AH,AHF2_1O3Y.3.4,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,1,10-Jun,15:35,pred+,0.123,1,15,4,
AH,AHF2_1O3Y.3.4,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,2,11-Jun,17:11,pred-,0.123,1,561,1,
AH,AHF2_1O3Y.3.5,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,1,10-Jun,15:51,pred+,0.164,1,92,15,
AH,AHF2_1O3Y.3.5,F,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,2,12-Jun,17:32,pred-,0.164,2,164,5,
AH,AHF2_1O3Y.5.10,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,1,29-Jul,15:08,pred-,0.136,1,14,10,very active
AH,AHF2_1O3Y.5.10,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,2,30-Jul,14:19,pred+,0.136,1,20,10,
AH,AHF2_1O3Y.5.11,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,1,29-Jul,15:13,pred-,0.128,1,16,153,
AH,AHF2_1O3Y.5.11,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,2,30-Jul,14:48,pred+,0.128,1,30,115,
AH,AHF2_1O3Y.5.9,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,1,29-Jul,15:17,pred+,0.149,1,16,57,
AH,AHF2_1O3Y.5.9,F,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,2,30-Jul,14:44,pred-,0.149,1,10,26,
AH,AHF2_1Y2G.3.12,F,AHF2_1Y2G,3,pred+/dif,pred+/AL,pred+,AL,28-Jun,1,14-Aug,15:23,pred+,0.134,2,71,5,all at bottom; 8/13 didn't eat
AH,AHF2_1Y2G.3.12,F,AHF2_1Y2G,3,pred+/dif,pred+/AL,pred+,AL,28-Jun,2,15-Aug,14:36,pred-,0.134,1,123,12,all at bottom
AH,AHF2_1Y2G.3.13,F,AHF2_1Y2G,3,pred+/dif,pred+/AL,pred+,AL,28-Jun,1,14-Aug,16:09,pred-,0.134,2,55,34,8/13 maybe doing weird pecks moving to fast to discern 
AH,AHF2_1Y2G.3.13,F,AHF2_1Y2G,3,pred+/dif,pred+/AL,pred+,AL,28-Jun,2,15-Aug,14:29,pred+,0.134,1,21,86,all at bottom or middle of water column 
AH,AHF2_1Y2G.4.7,F,AHF2_1Y2G,4,pred+/dif,pred+/AL,pred+,AL,24-Jul,1,8-Sep,14:43,pred-,0.1,1,86,137,
AH,AHF2_1Y2G.4.7,F,AHF2_1Y2G,4,pred+/dif,pred+/AL,pred+,AL,24-Jul,2,NA,NA,pred+,0.1,3,600,0,"didn't eat 9/9, 9/10, 9/11"
AH,AHF2_1Y2G.4.8,F,AHF2_1Y2G,4,pred+/dif,pred+/AL,pred+,AL,24-Jul,1,8-Sep,14:31,pred+,0.115,1,88,5,
AH,AHF2_1Y2G.4.8,F,AHF2_1Y2G,4,pred+/dif,pred+/AL,pred+,AL,24-Jul,2,9-Sep,15:44,pred-,0.115,1,34,13,
AH,AHF2_1Y3O.2.5,F,AHF2_1Y3O,2,pred+/dif,pred+/AL,pred+,AL,6-Jan,1,21-Feb,15:49,pred+,0.091,1,148,77,
AH,AHF2_1Y3O.2.5,F,AHF2_1Y3O,2,pred+/dif,pred+/AL,pred+,AL,6-Jan,2,22-Feb,14:44,pred-,0.091,1,426,8,
AH,AHF2_1Y3O.6.14,F,AHF2_1Y3O,6,pred+/dif,pred+/AL,pred+,AL,13-May,1,28-Jun,13:57,pred-,0.12,1,132,65,
AH,AHF2_1Y3O.6.14,F,AHF2_1Y3O,6,pred+/dif,pred+/AL,pred+,AL,13-May,2,29-Jun,16:21,pred+,0.12,1,8,174,
AH,AHF2_1Y3O.7.5,F,AHF2_1Y3O,7,pred+/dif,pred+/AL,pred+,AL,8-Jun,1,24-Jul,15:40,pred+,0.127,1,151,204,"in the water column, then surface "
AH,AHF2_1Y3O.7.5,F,AHF2_1Y3O,7,pred+/dif,pred+/AL,pred+,AL,8-Jun,2,25-Jul,15:32,pred-,0.127,1,374,4,
AH,AHF2_1G4G.2.4,M,AHF2_1G4G,2,pred+/dif,pred+/AL,pred+,AL,12-Jan,1,27-Feb,16:30,pred-,0.097,1,57,8,
AH,AHF2_1G4G.2.4,M,AHF2_1G4G,2,pred+/dif,pred+/AL,pred+,AL,12-Jan,2,28-Feb,14:56,pred+,0.097,1,21,24,
AH,AHF2_1G4P.5.5,M,AHF2_1G4P,5,pred+/dif,pred+/AL,pred+,AL,30-Mar,1,16-May,21:51,pred-,0.095,2,20,27,
AH,AHF2_1G4P.5.5,M,AHF2_1G4P,5,pred+/dif,pred+/AL,pred+,AL,30-Mar,2,17-May,14:35,pred+,0.095,1,12,4,
AH,AHF2_1P3G.2.4,M,AHF2_1P3G,2,pred+/dif,pred+/AL,pred+,AL,4-Jan,1,19-Feb,16:13,pred+,0.063,1,4,25,"I think the id was mispelled on data sheet since looking at videos suggests so; the correct ID is 1P3G.2.4, but what was written on the data sheet was AHF2_1O3P.2.4"
AH,AHF2_1P3G.2.4,M,AHF2_1P3G,2,pred+/dif,pred+/AL,pred+,AL,4-Jan,2,20-Feb,15:25,pred-,0.063,1,42,1,
AH,AHF2_1O3Y.1.4,M,AHF2_1O3Y,1,pred+/dif,pred+/AL,pred+,AL,9-Mar,1,26-Apr,17:20,pred-,0.093,1,80,14,some pecks at end on bottom
AH,AHF2_1O3Y.1.4,M,AHF2_1O3Y,1,pred+/dif,pred+/AL,pred+,AL,9-Mar,2,27-Apr,15:02,pred+,0.093,1,7,8,
AH,AHF2_1O3Y.3.1,M,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,1,10-Jun,15:43,pred+,0.118,1,432,4,
AH,AHF2_1O3Y.3.1,M,AHF2_1O3Y,3,pred+/dif,pred+/AL,pred+,AL,25-Apr,2,11-Jun,16:55,pred-,0.118,1,73,4,
AH,AHF2_1O3Y.4.5,M,AHF2_1O3Y,4,pred+/dif,pred+/AL,pred+,AL,18-May,1,3-Jul,14:21,pred-,0.116,1,43,10,
AH,AHF2_1O3Y.4.5,M,AHF2_1O3Y,4,pred+/dif,pred+/AL,pred+,AL,18-May,2,4-Jul,14:17,pred+,0.116,1,37,4,
AH,AHF2_1O3Y.5.8,M,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,1,27-Jul,15:13,pred+,0.104,1,212,7,
AH,AHF2_1O3Y.5.8,M,AHF2_1O3Y,5,pred+/dif,pred+/AL,pred+,AL,10-Jun,2,28-Jul,15:37,pred-,0.104,1,154,35,
AH,AHF2_1P3G.5.8,M,AHF2_1P3G,5,pred+/dif,pred+/AL,pred+,AL,11-Jul,1,26-Aug,15:14,pred-,0.107,1,25,7,
AH,AHF2_1P3G.5.8,M,AHF2_1P3G,5,pred+/dif,pred+/AL,pred+,AL,11-Jul,2,27-Aug,15:08,pred+,0.107,1,43,8,
AH,AHF2_1Y2P.2.2,M,AHF2_1Y2P,2,pred+/dif,pred+/AL,pred+,AL,8-Dec,1,23-Jan,15:06,pred+,0.103,1,14,102,
AH,AHF2_1Y2P.2.2,M,AHF2_1Y2P,2,pred+/dif,pred+/AL,pred+,AL,8-Dec,2,24-Jan,15:45,pred-,0.103,1,15,98,fed from bottom
AH,AHF2_1Y2P.5.2,M,AHF2_1Y2P,5,pred+/dif,pred+/AL,pred+,AL,3-Mar,1,18-Apr,15:30,pred+,0.115,1,281,4,
AH,AHF2_1Y2P.5.2,M,AHF2_1Y2P,5,pred+/dif,pred+/AL,pred+,AL,3-Mar,2,19-Apr,15:40,pred-,0.115,1,24,11,
AH,AHF2_1Y3O.3.5,M,AHF2_1Y3O,3,pred+/dif,pred+/AL,pred+,AL,1-Mar,1,16-Apr,18:01,pred-,0.131,1,108,25,first 3 pecks at bottom
AH,AHF2_1Y3O.3.5,M,AHF2_1Y3O,3,pred+/dif,pred+/AL,pred+,AL,1-Mar,2,17-Apr,16:20,pred+,0.131,1,32,49,almost all at bottom
AH,AHF2_1Y3O.5.8,M,AHF2_1Y3O,5,pred+/dif,pred+/AL,pred+,AL,18-Apr,1,3-Jun,16:18,pred-,0.092,1,99,23,
AH,AHF2_1Y3O.5.8,M,AHF2_1Y3O,5,pred+/dif,pred+/AL,pred+,AL,18-Apr,2,4-Jun,15:58,pred+,0.092,1,119,4,*Haven't found this data sheet
AH,AHF2_1Y3O.6.13,M,AHF2_1Y3O,6,pred+/dif,pred+/AL,pred+,AL,13-May,1,28-Jun,14:04,pred+,0.109,1,112,15,
AH,AHF2_1Y3O.6.13,M,AHF2_1Y3O,6,pred+/dif,pred+/AL,pred+,AL,13-May,2,29-Jun,15:30,pred-,0.109,1,39,45,
AH,AHF2_1Y3O.7.4,M,AHF2_1Y3O,7,pred+/dif,pred+/AL,pred+,AL,8-Jun,1,24-Jul,15:44,pred+,0.108,1,22,176,
AH,AHF2_1Y3O.7.4,M,AHF2_1Y3O,7,pred+/dif,pred+/AL,pred+,AL,8-Jun,2,25-Jul,15:48,pred-,0.108,1,18,4,
AL,ALF2_1G3Y.3.2,F,ALF2_1G3Y,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,1,22-Apr,15:51,pred-,0.108,1,149,8,
AL,ALF2_1G3Y.3.2,F,ALF2_1G3Y,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,2,24-Apr,14:30,pred+,0.108,2,40,26,
AL,ALF2_1O2G.2.2,F,ALF2_1O2G,2,pred-/dif,pred-/AH,pred-,AH,28-Feb,1,15-Apr,17:30,pred+,0.118,1,433,1,latency to feed was on a fally flake
AL,ALF2_1O2G.2.2,F,ALF2_1O2G,2,pred-/dif,pred-/AH,pred-,AH,28-Feb,2,16-Apr,17:37,pred-,0.118,1,480,3,
AL,ALF2_1O2G.3.2,F,ALF2_1O2G,3,pred-/dif,pred-/AH,pred-,AH,27-Mar,1,12-May,17:06,pred-,0.117,1,97,40,
AL,ALF2_1O2G.3.2,F,ALF2_1O2G,3,pred-/dif,pred-/AH,pred-,AH,27-Mar,2,13-May,17:25,pred+,0.117,1,28,16,
AL,ALF2_1O2G.4.3,F,ALF2_1O2G,4,pred-/dif,pred-/AH,pred-,AH,23-Apr,1,8-Jun,16:15,pred-,0.117,1,82,8,
AL,ALF2_1O2G.4.3,F,ALF2_1O2G,4,pred-/dif,pred-/AH,pred-,AH,23-Apr,2,10-Jun,15:05,pred+,0.117,2,357,1,
AL,ALF2_1O2G.6.2,F,ALF2_1O2G,6,pred-/dif,pred-/AH,pred-,AH,8-Aug,1,18-Sep,14:35,pred+,0.175,1,50,2,
AL,ALF2_1O2G.6.2,F,ALF2_1O2G,6,pred-/dif,pred-/AH,pred-,AH,8-Aug,2,19-Sep,16:06,pred-,0.175,1,25,38,
AL,ALF2_1O2O.2.4,F,ALF2_1O2O,2,pred-/dif,pred-/AH,pred-,AH,10-Jun,1,29-Jul,14:25,pred-,0.128,1,134,9,
AL,ALF2_1O2O.2.4,F,ALF2_1O2O,2,pred-/dif,pred-/AH,pred-,AH,10-Jun,2,30-Jul,15:21,pred+,0.128,1,479,1,
AL,ALF2_1O2O.3.3,F,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,1,22-Aug,NA,pred-,0.113,3,600,0,didn't eat 3x
AL,ALF2_1O2O.3.3,F,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,2,NA,NA,pred+,0.113,NA,NA,NA,not tested
